Position,Player,Opp,Passing_Yards,Passing_TD,Passing_Int,Rushing_Yds,Rushing_TD,Receiving_Yds,Receiving_TD,Misc_FumTD,Misc_2PT,Fum_Lost,Fantasy_Points
TE,Luke WillsonTE - SEA,Bye,-,-,-,-,-,129,2,-,-,-,24.9
TE,Seth DeValveTE - CLE,Bye,-,-,-,-,-,127,2,-,-,-,24.7
TE,Xavier GrimbleTE - PIT,Bye,-,-,-,-,-,118,2,-,-,-,23.8
TE,Marcedes LewisTE - JAX,Bye,-,-,-,-,-,169,1,-,-,-,22.9
TE,Ben KoyackTE - JAX,Bye,-,-,-,-,-,161,1,-,-,-,22.1
TE,Darren FellsTE - DET,Bye,-,-,-,-,-,154,1,-,-,-,21.4
TE,Austin Seferian-JenkinsTE - NYJView News,Bye,-,-,-,-,-,154,1,-,-,-,21.4
TE,Josh HillTE - NO,Bye,-,-,-,-,-,149,1,-,-,-,20.9
TE,Darren WallerTE - BALSUS,Bye,-,-,-,-,-,85,2,-,-,-,20.5
TE,Anthony FasanoTE - MIA,Bye,-,-,-,-,-,83,2,-,-,-,20.3
TE,Demetrius HarrisTE - KCView Videos,Bye,-,-,-,-,-,123,1,-,1,-,20.3
TE,Ed DicksonTE - CAR,Bye,-,-,-,-,-,134,1,-,-,-,19.4
TE,Daniel BrownTE - CHI,Bye,-,-,-,-,-,124,1,-,-,-,18.4
TE,Jerell AdamsTE - NYG,Bye,-,-,-,-,-,122,1,-,-,-,18.2
TE,MarQueis GrayTE - MIA,Bye,-,-,-,-,-,174,-,-,-,-,17.4
TE,Brent CelekTE - PHI,Bye,-,-,-,-,-,155,-,-,-,-,15.5
TE,Stephen AndersonTE - HOU,Bye,-,-,-,-,-,93,1,-,-,-,15.3
TE,Tyler HigbeeTE - LA,Bye,-,-,-,-,-,85,1,-,-,-,14.5
TE,Jeff HeuermanTE - DEN,Bye,-,-,-,-,-,141,-,-,-,-,14.1
TE,A.J. DerbyTE - DEN,Bye,-,-,-,-,-,160,-,-,-,1,14
TE,Brandon MyersTE,Bye,-,-,-,-,-,59,1,-,1,-,13.9
TE,Nick O'LearyTE - BUF,Bye,-,-,-,-,-,114,-,-,1,-,13.4
TE,Larry DonnellTE - BALView Videos,Bye,-,-,-,-,-,92,1,-,-,1,13.2
TE,John PhillipsTE - NO,Bye,-,-,-,-,-,72,1,-,-,-,13.2
TE,Crockett GillmoreTE - BALIR,Bye,-,-,-,-,-,71,1,-,-,-,13.1
TE,Dominique JonesTE,Bye,-,-,-,-,-,61,1,-,-,-,12.1
TE,Rhett EllisonTE - NYG,Bye,-,-,-,1,1,57,-,-,-,-,11.8
TE,Neal SterlingTE - JAX,Bye,-,-,-,-,-,110,-,-,-,-,11
TE,Josh PerkinsTE - ATL,Bye,-,-,-,-,-,42,1,-,-,-,10.2
TE,David JohnsonTE - PIT,Bye,-,-,-,-,-,80,-,-,1,-,10
TE,Tyler KroftTE - CIN,Bye,-,-,-,-,-,92,-,-,-,-,9.2
TE,Gavin EscobarTE - KC,Bye,-,-,-,-,-,30,1,-,-,-,9
TE,Blake BellTE - SFView News,Bye,-,-,-,-,-,85,-,-,-,-,8.5
TE,Matt LengelTE - NE,Bye,-,-,-,-,-,22,1,-,-,-,8.2
TE,Geoff SwaimTE - DAL,Bye,-,-,-,-,-,69,-,-,-,-,6.9
TE,Brandon BostickTE,Bye,-,-,-,-,-,63,-,-,-,-,6.3
TE,Phillip SupernawTE - TEN,Bye,-,-,-,-,-,62,-,-,-,-,6.2
TE,Jace AmaroTE - TEN,Bye,-,-,-,-,-,59,-,-,-,-,5.9
TE,Ifeanyi MomahTE - ARI,Bye,-,-,-,-,-,50,-,-,-,-,5
TE,Nick BoyleTE - BAL,Bye,-,-,-,-,-,44,-,-,-,-,4.4
TE,Ben BrauneckerTE - CHI,Bye,-,-,-,-,-,41,-,-,-,-,4.1
TE,Brandon WilliamsTE - IND,Bye,-,-,-,-,-,36,-,-,-,-,3.6
TE,Justin PerilloTE,Bye,-,-,-,-,-,35,-,-,-,-,3.5
TE,Nick VannettTE - SEAView Videos,Bye,-,-,-,-,-,32,-,-,-,-,3.2
TE,Lee SmithTE - OAKView Videos,Bye,-,-,-,-,-,29,-,-,-,-,2.9
TE,Niles PaulTE - WASView Videos,Bye,-,-,-,-,-,27,-,-,-,-,2.7
TE,Sean McGrathTE - LAC,Bye,-,-,-,-,-,25,-,-,-,-,2.5
TE,Luke StockerTE - TB,Bye,-,-,-,-,-,23,-,-,-,-,2.3
TE,Clay HarborTE - NO,Bye,-,-,-,-,-,19,-,-,-,-,1.9
TE,Cole WickTE - DET,Bye,-,-,-,-,-,18,-,-,-,-,1.8
TE,Logan PaulsenTE - SFView News,Bye,-,-,-,-,-,15,-,-,-,-,1.5
TE,Gerald ChristianTE - ARI,Bye,-,-,-,-,-,14,-,-,-,-,1.4
TE,Ryan HewittTE - CIN,Bye,-,-,-,-,-,13,-,-,-,-,1.3
TE,MyCole PruittTE - CHI,Bye,-,-,-,-,-,13,-,-,-,-,1.3
TE,Derek CarrierTE - WAS,Bye,-,-,-,-,-,10,-,-,-,-,1
TE,Chris ManhertzTE - CAR,Bye,-,-,-,-,-,10,-,-,-,-,1
TE,Matthew MulliganTE,Bye,-,-,-,-,-,8,-,-,-,-,0.8
TE,David MorganTE - MIN,Bye,-,-,-,-,-,4,-,-,-,-,0.4
TE,Randall TelferTE - CLE,Bye,-,-,-,-,-,4,-,-,-,-,0.4
TE,RaShaun AllenTE - HOU,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Rory AndersonTE - BUF,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,David AusberryTE,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Kennard BackmanTE,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,E.J. BibbsTE - WAS,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Asante ClevelandTE - LACIR,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Jeff CumberlandTE - LAC,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Jerome CunninghamTE - TEN,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Kellen DavisTE,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Dorin DickersonTE,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Jim DrayTE,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Thomas DuarteTE - MIA,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Rico GathersTE - DAL,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Chris GraggTE - NYJ,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,James HannaTE - DAL,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Cory HarkeyTE - LA,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Cooper HelfetTE - OAK,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Temarrick HemingwayTE - LA,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Michael HoomanawanuiTE - NO,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Brian LeonhardtTE,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Troy NiklasTE - ARI,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Ryan O'MalleyTE - OAK,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Beau SandlandTE,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Wes SaxtonTE - BUF,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Greg ScruggsTE,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Jake StoneburnerTE,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Hakeem VallesTE - ARI,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Benjamin WatsonTE - BAL,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Maxx WilliamsTE - BALView Videos,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Michael WilliamsTE,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Timothy WrightTE - DET,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,James O'ShaughnessyTE - NE,Bye,-,-,-,-,-,-1,-,-,-,-,-0.1
TE,Mo Alie-CoxTEIR,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Chris BriggsTE,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Jake ButtTE - DEN,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Evan EngramTE - NYG,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Gerald EverettTE - LAView Videos,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Garrett GriffinTE - NO,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Bucky HodgesTE - MINView Videos,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,O.J. HowardTE - TB,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,George KittleTE - SF,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Jordan LeggettTE - NYJ,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Jake McGeeTE - PIT,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,David NjokuTE - CLE,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Michael RobertsTE - DETView Videos,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Eric SaubertTE - ATL,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Mason SchreckTE - CIN,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Adam ShaheenTE - CHI,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Jonnu SmithTE - TEN,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Jeremy SprinkleTE - WAS,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Austin TraylorTE - DEN,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Nick TruesdellTE - MIN,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Eric WallaceTE - CAR,Bye,-,-,-,-,-,-,-,-,-,-,0
TE,Travis WilsonTE - LA,Bye,-,-,-,-,-,-,-,-,-,-,0
