Season,Position,FirstName,LastName,Team,Opp,Passing_Yds,Passing_TD,Passing_Int,Rushing_Yds,Rushing_TD,Receiving_Yds,Receiving_TD,Misc_FumTD,Misc_2PT,Fum_Lost,Fantasy_Points
2015,WR,Terrance,Williams,DAL,NYG,-,-,-,-,-,840,3,-,-,-,102
2015,WR,Anquan,Boldin,BUFNWT,MIN,-,-,-,-,-,789,4,-,-,1,100.9
2015,WR,Golden,Tate,DET,@LAC,-,-,-,26,-,753,4,-,-,1,99.9
2015,WR,Stefon,Diggs,MIN,@SF,-,-,-,13,-,720,4,-,-,-,97.3
2015,WR,Tyler,Lockett,SEA,@LA,-,-,-,20,-,597,6,-,-,1,95.7
2015,WR,Keenan,Allen,LAC,DET,-,-,-,-,-,725,4,-,-,1,94.5
2015,WR,Rishard,Matthews,TEN,@WAS,-,-,-,4,-,662,4,-,-,-,90.6
2015,WR,Torrey,Smith,PHI,MIN,-,-,-,-,-,644,4,-,1,-,90.4
2015,WR,Danny,Amendola,NE,PIT,36,-,-,11,-,648,3,-,-,1,83.34
2015,WR,Jermaine,Kearse,SEA,@LA,-,-,-,-,-,571,4,-,-,-,81.1
2015,WR,Dorial,Green-Beckham,Free,@TB,-,-,-,-,-,549,4,-,1,-,80.9
2015,WR,Seth,Roberts,OAK,CIN,-,-,-,-,-,480,5,-,1,-,80
2015,WR,Cole,Beasley,DAL,NYG,-,-,-,-,-,536,5,-,-,2,79.6
2015,WR,Devin,Funchess,CAR,@JAX,-,-,-,-,-,473,5,-,-,1,75.3
2015,WR,DeSean,Jackson,TB,MIA,-,-,-,-,-,528,4,-,-,1,74.8
2015,WR,Jamison,Crowder,WAS,MIA,-,-,-,2,-,604,2,-,2,1,74.6
2015,WR,Vincent,Jackson,Free,TEN,-,-,-,-,-,543,3,-,1,-,74.3
2015,WR,Corey,Brown,BUF,@JAX,-,-,-,38,-,447,4,-,-,-,72.5
2015,WR,Robert,Woods,LA,IND,-,-,-,-,-,552,3,-,-,1,71.2
2015,WR,Cecil,Shorts,Free,KC,21,1,-,47,-,484,2,-,-,1,67.94
2015,WR,Steve,Johnson,Free,DET,-,-,-,-,-,497,3,-,-,-,67.7
2015,WR,DeVante,Parker,MIA,@WAS,-,-,-,-,-,494,3,-,-,-,67.4
2015,WR,Dwayne,Harris,NYG,@DAL,-,-,-,12,-,396,4,-,-,-,64.8
2015,WR,Dontrelle,Inman,LAC,DET,-,-,-,-,-,486,3,-,-,1,64.6
2015,WR,Kenny,Stills,MIA,@WAS,-,-,-,-,-,440,3,-,-,-,62
2015,WR,Dexter,McCluster,Free,@TB,-,-,-,247,1,260,1,-,1,2,60.7
2015,WR,Kendall,Wright,CHI,@TB,-,-,-,17,-,408,3,-,-,-,60.5
2015,WR,Mike,Wallace,BAL,@SF,-,-,-,6,-,473,2,-,-,-,59.9
2015,WR,Albert,Wilson,KC,@HOU,-,-,-,26,-,451,2,-,-,-,59.7
2015,WR,Dez,Bryant,DAL,NYG,-,-,-,-,-,401,3,-,-,-,58.1
2015,WR,Mohamed,Sanu,ATL,@OAK,-,-,-,71,2,386,-,-,-,-,57.7
2015,WR,Chris,Hogan,NE,IND,4,-,-,4,-,450,2,-,-,-,57.56
2015,WR,Brandon,Coleman,NO,@ARI,-,-,-,-,-,454,2,-,-,-,57.4
2015,WR,Davante,Adams,GB,@CHI,-,-,-,-,-,483,1,-,1,-,56.3
2015,WR,Brandon,LaFell,CIN,PIT,-,-,-,9,-,515,-,-,-,-,52.4
2015,WR,Marquess,Wilson,Free,GB,-,-,-,-,-,463,1,-,-,-,52.3
2015,WR,Harry,Douglas,TEN,@TB,-,-,-,-6,-,411,2,-,-,1,50.5
2015,WR,Josh,Huff,TB,@ATL,-,-,-,-,-,312,3,-,-,-,49.2
2015,WR,Jarius,Wright,MIN,@SF,-,-,-,29,-,442,-,-,-,1,45.1
2015,WR,Andre,Holmes,BUF,CIN,-,-,-,-,-,201,4,-,-,-,44.1
2015,WR,Darrius,Heyward-Bey,PIT,@NE,-,-,-,-,-,314,2,-,-,-,43.4
2015,WR,Bryan,Walters,Free,CAR,-,-,-,-,-,368,1,-,-,-,42.8
2015,WR,Quinton,Patton,Free,MIN,-,-,-,5,-,361,1,-,-,-,42.6
2015,WR,Kenny,Britt,CLE,SEA,-,-,-,-,-,338,1,-,-,-,39.8
2015,WR,Ryan,Grant,WAS,MIA,-,-,-,-,-,268,2,-,-,-,38.8
2015,WR,Jeremy,Butler,BUF,@DEN,-,-,-,-,-,363,-,-,-,-,36.3
2015,WR,Josh,Bellamy,CHI,GB,-,-,-,-,-,224,2,-,-,-,34.4
2015,WR,Jaelen,Strong,HOU,KC,-,-,-,-,-,161,3,-,-,-,34.1
2015,WR,Justin,Hunter,PIT,@TB,-,-,-,-,-,264,1,-,-,-,32.4
2015,WR,Nelson,Agholor,PHI,@ATL,-,-,-,-,-,283,1,-,-,1,32.3
2015,WR,Tavon,Austin,LA,SEA,-,-,-,176,-,100,1,-,-,1,31.6
2015,WR,Quincy,Enunwa,NYJ,CLE,-,-,-,-,-,315,-,-,-,-,31.5
2015,WR,J.J.,Nelson,ARI,NO,-,-,-,-,-,265,1,-,-,1,30.5
2015,WR,Marc,Mariani,Free,GB,-,-,-,-,-,300,-,-,-,-,30
2015,WR,Eddie,Royal,Free,GB,-,-,-,-1,-,238,1,-,-,-,29.7
2015,WR,Marqise,Lee,JAX,CAR,-,-,-,38,-,191,1,-,-,-,28.9
2015,WR,Phillip,Dorsett,IND,@BUF,-,-,-,17,-,225,1,-,-,1,28.2
2015,WR,Nick,Williams,ATL,PHI,-,-,-,-,-,159,2,-,-,-,27.9
2015,WR,De'Anthony,Thomas,KC,@HOU,-,-,-,34,1,140,1,-,-,1,27.4
2015,WR,Jeremy,Kerley,SF,CLE,-,-,-,-,-,152,2,-,-,-,27.2
2015,WR,Adam,Humphries,TB,TEN,-,-,-,-,-,200,1,-,-,-,26
2015,WR,Chris,Conley,KC,@HOU,-,-,-,-,-,199,1,-,-,-,25.9
2015,WR,Brice,Butler,DAL,NYG,-,-,-,-,-,258,-,-,-,-,25.8
2015,WR,Andrew,Hawkins,Free,@NYJ,-,-,-,-,-,255,-,-,1,1,25.5
2015,WR,Taylor,Gabriel,ATL,@NYJ,-,-,-,-,-,226,-,-,1,-,24.6
2015,WR,Rashad,Ross,Free,MIA,-,-,-,-,-,184,1,-,-,-,24.4
2015,WR,Adam,Thielen,MIN,@SF,-,-,-,89,-,144,-,-,-,-,23.3
2015,WR,Griff,Whalen,BAL,Bye,-,-,-,-,-,205,1,-,-,2,22.5
2015,WR,Rashad,Greene,JAX,CAR,-,-,-,-,-,93,2,-,-,-,21.3
2015,WR,Jordan,Norwood,Free,BAL,-,-,-,-,-,207,-,-,-,-,20.7
2015,WR,Bennie,Fowler,DEN,BAL,-,-,-,-,-,203,-,-,-,-,20.3
2015,WR,Chris,Matthews,BAL,@DEN,-,-,-,-,-,143,1,-,-,-,20.3
2015,WR,Andre,Caldwell,Free,BAL,-,-,-,3,-,72,2,-,-,-,19.5
2015,WR,Justin,Hardy,ATL,PHI,-,-,-,-,-,194,-,-,-,-,19.4
2015,WR,Javontee,Herndon,Free,DET,-,-,-,13,-,195,-,-,-,1,18.8
2015,WR,Jaron,Brown,ARI,NO,-,-,-,-,-,124,1,-,-,-,18.4
2015,WR,Devin,Smith,NYJIR,CLE,-,-,-,-,-,115,1,-,-,1,15.5
2015,WR,Devin,Street,Free,NYG,-,-,-,-,-,114,1,-,-,1,15.4
2015,WR,Tyrell,Williams,LAC,DET,-,-,-,-,-,90,1,-,-,-,15
2015,WR,Donteea,Dye,TB,TEN,-,-,-,-,-,88,1,-,-,-,14.8
2015,WR,Myles,White,NYJ,@DAL,-,-,-,-,-,88,1,-,-,-,14.8
2015,WR,T.J.,Jones,DET,@LAC,-,-,-,-3,-,99,1,-,-,1,13.6
2015,WR,Andre,Roberts,ATL,MIA,-,-,-,-,-,135,-,-,-,-,13.5
2015,WR,Bruce,Ellington,HOU,MIN,-,-,-,7,-,145,-,-,-,1,13.2
2015,WR,Keith,Mumphery,Free,KC,-,-,-,-,-,129,-,-,-,-,12.9
2015,WR,Charles,Johnson,CARIR,@SF,-,-,-,-,-,127,-,-,-,-,12.7
2015,WR,Cody,Latimer,DEN,BAL,-,-,-,1,-,59,1,-,-,-,12
2015,WR,Cameron,Meredith,CHI,GB,-,-,-,-,-,120,-,-,-,-,12
2015,WR,Brandon,Tate,BUF,@OAK,-,-,-,-,-,59,1,-,-,-,11.9
2015,WR,Marcus,Easley,Free,IND,-,-,-,-,-,58,1,-,-,-,11.8
2015,WR,Darius,Jennings,TEN,@NYJ,-,-,-,-,-,117,-,-,-,-,11.7
2015,WR,Marlon,Brown,DEN,@DEN,-,-,-,-,-,112,-,-,-,-,11.2
2015,WR,Michael,Campanaro,BAL,@DEN,-,-,-,17,1,35,-,-,-,-,11.2
2015,WR,Jared,Abbrederis,DET,@CHI,-,-,-,-,-,111,-,-,-,-,11.1
2015,WR,Lucky,Whitehead,NYJ,NYG,-,-,-,107,-,16,-,-,-,1,10.3
2015,WR,Brenton,Bersin,CAR,@JAX,-,-,-,-,-,119,-,-,-,1,9.9
2015,WR,Russell,Shepard,CAR,TEN,-,-,-,-,-,28,1,-,-,-,8.8
2015,WR,Stedman,Bailey,Free,SEA,-,-,-,-,-,86,-,-,-,-,8.6
2015,WR,Deonte,Thompson,CHI,GB,-,-,-,-,-,81,-,-,-,-,8.1
2015,WR,Jeff,Janis,GB,@CHI,-,-,-,-,-,79,-,-,-,-,7.9
2015,WR,Tre,McBride,TEN,@TB,-,-,-,8,-,8,1,-,-,-,7.6
2015,WR,Corey,Fuller,NO,@LAC,-,-,-,-,-,76,-,-,-,1,5.6
2015,WR,Terrelle,Pryor,WAS,@NYJ,-,-,-,-1,-,42,-,-,-,-,4.1
2015,WR,Paul,Richardson,SEA,@LA,-,-,-,-,-,40,-,-,-,-,4
2015,WR,Brian,Quick,WAS,SEA,-,-,-,-,-,32,-,-,-,-,3.2
2015,WR,Jeremy,Ross,ARI,CIN,-,-,-,2,-,88,-,-,-,3,3
2015,WR,Marquise,Goodwin,SF,IND,-,-,-,-,-,24,-,-,-,-,2.4
2015,WR,Geremy,Davis,LAC,@DAL,-,-,-,-,-,21,-,-,-,-,2.1
2015,WR,Mario,Alford,CLE,@OAK,-,-,-,-,-,15,-,-,-,-,1.5
2015,WR,Eric,Weems,TEN,PHI,-,-,-,4,-,11,-,-,-,-,1.5
2015,WR,Sammie,Coates,PIT,@NE,-,-,-,-,-,11,-,-,-,-,1.1
2015,WR,Jonathan,Krause,TEN,@ATL,-,-,-,-,-,11,-,-,-,-,1.1
2015,WR,Rod,Streater,BUF,CIN,-,-,-,-,-,8,-,-,-,-,0.8
2015,WR,Brittan,Golden,ARI,NO,-,-,-,-,-,5,-,-,-,-,0.5
2015,WR,Cordarrelle,Patterson,OAK,@SF,-,-,-,15,-,10,-,-,-,1,0.5
2015,WR,Bradley,Marquez,LAIR,SEA,-,-,-,-,-,3,-,-,-,-,0.3
2015,WR,Rodney,Adams,MIN,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Quincy,Adeboyejo,BAL,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Geronimo,Allison,GB,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Robby,Anderson,NYJ,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Donnie,Avery,Free,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,DeMarcus,Ayers,PIT,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Kenny,Bell,Free,TEN,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Kelvin,Benjamin,CAR,@JAX,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Arrelious,Benn,JAX,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Jace,Billingsley,DET,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Harvey,Binford,Free,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Justin,Blackmon,JAXSUS,CAR,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Moritz,Boehringer,MIN,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Josh,Boyce,CLE,PIT,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Tyler,Boyd,CIN,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Daniel,Braverman,CHI,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Quan,Bray,IND,@BUF,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Da'Ron,Brown,LAC,@HOU,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Noah,Brown,DAL,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Marquis,Bundy,NYG,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Aaron,Burbridge,SF,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Isaiah,Burse,LAC,DET,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Damiere,Byrd,CAR,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Austin,Carr,NE,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Leonte,Carroo,MIA,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Jehu,Chesson,KC,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Corey,Coleman,CLE,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Stacy,Coley,MIN,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Pharoh,Cooper,LA,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Cody,Core,CIN,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Victor,Cruz,CHI,@DAL,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Amara,Darboh,SEA,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Corey,Davis,TEN,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Robert,Davis,WAS,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Trevor,Davis,GB,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Josh,Doctson,WAS,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Malachi,Dupre,GB,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Travin,Dural,NO,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Alex,Erickson,CIN,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Amba,Etta-Tawo,JAX,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Isaiah,Ford,MIAIR,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Devin,Fuller,ATLIR,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Will,Fuller,HOU,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Keyarris,Garrett,CAR,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Tanner,Gentry,CHI,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Shelton,Gibson,PHI,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Chris,Godwin,TB,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Kenny,Golladay,DET,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Josh,Gordon,CLESUS,@NYJ,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Jakeem,Grant,MIA,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Cyril,Grayson,SEA,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Marvin,Hall,ATL,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Rannell,Hall,CLE,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Cobi,Hamilton,PIT,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Chad,Hansen,NYJ,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Maurice,Harris,WAS,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Keon,Hatcher,OAK,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Matt,Hazel,WAS,@WAS,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Carlos,Henderson,DEN,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Rashard,Higgins,CLE,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Tyreek,Hill,KC,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Krishawn,Hogan,ARI,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Mack,Hollins,PHI,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Johnny,Holton,OAK,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Chris,Hubert,ARI,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Andy,Jones,DAL,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Seantavius,Jones,KC,@ARI,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Zay,Jones,BUF,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Tavarres,King,NYG,@DAL,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Cooper,Kupp,LA,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Jake,Lampman,NO,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Kenny,Lawler,SEA,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Dezmin,Lewis,BUF,IND,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Roger,Lewis,NYG,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Tommylee,Lewis,NO,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Kolby,Listenbee,Free,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Ricardo,Louis,CLE,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Devin,Lucien,NE,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Josh,Malone,CIN,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Byron,Marshall,PHI,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Jalin,Marshall,NYJ,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Freddie,Martino,TB,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Vince,Mayle,BAL,NYG,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Tanner,McEvoy,SEA,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Mekale,McKay,TEN,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Isaiah,McKenzie,DEN,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Braxton,Miller,HOU,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Malcolm,Mitchell,NE,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Chris,Moore,BAL,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,David,Moore,SEA,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Jordy,Nelson,GB,@CHI,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Marquez,North,Free,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Kevin,Norwood,NYGIR,@JAX,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Jordan,Payton,CLE,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Charone,Peake,NYJ,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Breshad,Perriman,BAL,@DEN,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Walt,Powell,BUF,IND,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Brandon,Reilly,BUF,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Josh,Reynolds,LA,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Keenan,Reynolds,BAL,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Aldrick,Robinson,SF,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Demarcus,Robinson,KC,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Chester,Rogers,IND,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Eli,Rogers,PIT,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Eric,Rogers,Free,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Fred,Ross,CAR,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,John,Ross,CIN,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Curtis,Samuel,CAR,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Garrett,Scantling,Free,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Tajae,Sharpe,TEN,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Sterling,Shepard,NYG,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Matthew,Slater,NE,PIT,-,-,-,-,-,-,-,-,-,-,0
2015,WR,DeAndre,Smelter,SF,MIN,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Tevaun,Smith,Free,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,JuJu,Smith-Schuster,PIT,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Nelson,Spruce,LA,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,ArDarius,Stewart,NYJ,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Damore'ea,Stringfellow,MIA,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Ryan,Switzer,DAL,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Jordan,Taylor,DEN,BAL,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Taywan,Taylor,TEN,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Trent,Taylor,SF,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Michael,Thomas,NO,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Mike,Thomas,LA,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Kendal,Thompson,Free,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Laquon,Treadwell,MIN,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Bryce,Treggs,PHI,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Paul,Turner,PHI,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,David,Watford,Free,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Dede,Westbrook,JAX,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Jordan,Westerkamp,Free,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Kevin,White,CHI,GB,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Chad,Williams,ARI,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Mike,Williams,LAC,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Wendall,Williams,HOU,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,James,Wright,Free,@OAK,-,-,-,-,-,-,-,-,-,-,0
2015,WR,DeAngelo,Yancey,GB,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Ishmael,Zamora,OAK,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Chris,Harper,NYJ,PIT,-,-,-,-,-,6,-,-,-,1,-1.4
2015,WR,Frankie,Hammond,NYJ,@HOU,-,-,-,-,-,-,-,-,-,1,-2
2015,WR,Keelan,Cole,JAX,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Marcus,Johnson,PHI,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Lance,Lenoir,DAL,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Travis,Rudolph,NYG,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Artavis,Scott,LAC,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,WR,Kasen,Williams,SEA,Bye,-,-,-,-,-,-,-,-,-,-,0
2015,TE,Rob,Gronkowski,NE,PIT,-,-,-,-,-,1176,11,-,-,-,183.6
2015,TE,Jordan,Reed,WAS,MIA,-,-,-,-,-,952,11,-,-,2,157.2
2015,TE,Greg,Olsen,CAR,@JAX,-,-,-,-,-,1104,7,-,-,1,150.4
2015,TE,Delanie,Walker,TEN,@TB,-,-,-,36,-,1088,6,-,1,-,150.4
2015,TE,Gary,Barnidge,Free,@NYJ,-,-,-,-,-,942,9,-,-,-,148.2
2015,TE,Tyler,Eifert,CIN,@OAK,-,-,-,-,-,575,12,-,-,-,129.5
2015,TE,Travis,Kelce,KC,@HOU,-,-,-,-,-,875,5,-,2,2,117.5
2015,TE,Benjamin,Watson,BAL,@ARI,-,-,-,-,-,825,6,-,-,1,116.5
2015,TE,Richard,Rodgers,GB,@CHI,-,-,-,11,-,510,8,-,1,-,102.1
2015,TE,Zach,Ertz,PHI,@ATL,-,-,-,-,-,853,2,-,-,1,95.3
2015,TE,Antonio,Gates,LAC,DET,-,-,-,-,-,630,5,-,-,-,93
2015,TE,Jason,Witten,DAL,NYG,-,-,-,-,-,713,3,-,-,1,87.3
2015,TE,Eric,Ebron,DET,@LAC,-,-,-,-,-,510,5,-,-,-,81
2015,TE,Kyle,Rudolph,MIN,@SF,-,-,-,-,-,495,5,-,-,-,79.5
2015,TE,Julius,Thomas,MIA,CAR,-,-,-,-,-,455,5,-,-,-,75.5
2015,TE,Jacob,Tamme,Free,PHI,-,-,-,-,-,657,1,-,-,-,71.7
2015,TE,Ladarius,Green,Free,DET,-,-,-,-,-,429,4,-,2,-,70.9
2015,TE,Charles,Clay,BUF,IND,-,-,-,-,-,528,3,-,-,-,70.8
2015,TE,Coby,Fleener,NO,@BUF,-,-,-,-,-,491,3,-,1,-,69.1
2015,TE,Crockett,Gillmore,BALIR,@DEN,-,-,-,-,-,412,4,-,-,-,65.2
2015,TE,Will,Tye,NYG,@DAL,-,-,-,-,-,464,3,-,-,1,62.4
2015,TE,Jimmy,Graham,SEA,@LA,-,-,-,-,-,554,1,-,-,-,61.4
2015,TE,Martellus,Bennett,GB,GB,-,-,-,-,-,421,3,-,-,-,60.1
2015,TE,Brent,Celek,PHI,@ATL,-,-,-,-,-,398,3,-,-,-,57.8
2015,TE,Zach,Miller,CHI,GB,-,-,-,-,-,332,3,-,-,-,51.2
2015,TE,Clive,Walford,OAK,CIN,-,-,-,-,-,329,3,-,-,-,50.9
2015,TE,Vance,McDonald,PIT,MIN,-,-,-,-,-,313,3,-,-,-,49.3
2015,TE,Austin,Seferian-Jenkins,NYJ,TEN,-,-,-,-,-,309,3,-,-,-,48.9
2015,TE,Darren,Fells,DET,NO,-,-,-,-,-,272,3,-,-,-,45.2
2015,TE,Cameron,Brate,TB,TEN,-,-,-,-,-,268,3,-,-,-,44.8
2015,TE,Anthony,Fasano,MIA,@TB,-,-,-,-,-,289,2,-,-,-,40.9
2015,TE,Vernon,Davis,WAS,BAL,-,-,-,-,-,371,-,-,-,-,37.1
2015,TE,Ryan,Griffin,HOU,KC,-,-,-,-,-,251,2,-,-,-,37.1
2015,TE,Garrett,Celek,SF,MIN,-,-,-,-,-,186,3,-,-,-,36.6
2015,TE,Larry,Donnell,BAL,@DAL,-,-,-,-,-,223,2,-,-,-,34.3
2015,TE,Mychal,Rivera,JAX,CIN,-,-,-,-,-,280,1,-,-,-,34
2015,TE,Maxx,Williams,BAL,@DEN,-,-,-,-,-,268,1,-,-,-,32.8
