Pos,Num,Player Name,Status,Quick Stats,TCKL,SCK,FF,INT,Team
DE,57,"Spence, Noah",ACT,TCKL,22,5.5,3,--,TB
NT,71,"Square, Damion",ACT,TCKL,13,2.5,0,--,LAC
DT,69,"Staten, Jimmy",ACT,TCKL,0,--,--,--,TEN
DT,93,"Stephen, Shamar",ACT,TCKL,39,0,0,--,MIN
DT,68,"Stewart, Grover",ACT,TCKL,--,--,--,--,IND
DT,91,"Still, Devon",UFA,TCKL,3,0,0,--,HOU
DE,91,"Stinson, Ed",ACT,TCKL,6,0,0,--,ARI
DT,93,"Suh, Ndamukong",ACT,TCKL,72,5,0,--,MIA
DT,90,"Sutton, Will",ACT,TCKL,15,0,0,--,MIN
DE,55,"Tapp, Darryl",ACT,TCKL,17,0.5,0,--,NO
DE,99,"Tapper, Charles",ACT,TCKL,0,--,--,--,DAL
DL,65,"Tasini, Pasoni",ACT,TCKL,--,--,--,--,ARI
DE,97,"Taylor, Devin",ACT,TCKL,28,4.5,1,--,NYG
DT,99,"Taylor, Phillip",ACT,TCKL,--,--,--,--,WAS
DT,53,"Taylor, Vincent",ACT,TCKL,--,--,--,--,MIA
DT,77,"Thomas, Cam",ACT,TCKL,15,1,0,--,KC
DE,69,"Thomas, Jhaustin",ACT,TCKL,--,--,--,--,IND
DE,97,"Thomas, Lawrence",ACT,TCKL,4,0,0,--,NYJ
NT,99,"Thomas, Robert",ACT,TCKL,5,1,0,--,NYG
DE,94,"Thomas, Solomon",ACT,TCKL,--,--,--,--,SF
DT,98,"Thompson, Brandon",ACT,TCKL,--,--,--,--,CIN
DT,92,"Thornton, Cedric",ACT,TCKL,22,1.5,1,--,DAL
DT,99,"Thornton, Khyri",ACT,TCKL,18,1,1,--,DET
DT,94,"Tomlinson, Dalvin",ACT,TCKL,--,--,--,--,NYG
DE,,"Trattou, Justin",UFA,TCKL,4,0,0,--,MIN
DT,62,"Trinca-Pasat, Louis",ACT,TCKL,--,--,--,--,LA
NT,97,"Tu'ikolovatu, Stevie",ACT,TCKL,--,--,--,--,TB
DE,91,"Tuitt, Stephon",ACT,TCKL,37,4,2,--,PIT
DT,68,"Tupou, Josh",ACT,TCKL,--,--,--,--,CIN
DT,74,"Tupou, Tani",ACT,TCKL,0,--,--,--,ATL
DE,98,"Unrein, Mitch",ACT,TCKL,26,1,0,--,CHI
DE,91,"Upshaw, Courtney",ACT,TCKL,24,1,1,--,ATL
DE,96,"Urban, Brent",ACT,TCKL,10,2,0,--,BAL
DT,97,"Vaeao, Destiny",ACT,TCKL,15,2,1,--,PHI
NT,99,"Valentine, Vincent",ACT,TCKL,19,1,0,--,NE
DE,54,"Valles, Max",ACT,TCKL,--,--,--,--,BUF
DE,78,"Valoaga, Jeremiah",ACT,TCKL,--,--,--,--,DET
DT,94,"Vanderdoes, Eddie",ACT,TCKL,--,--,--,--,OAK
DT,94,"Vellano, Joe",ACT,TCKL,--,--,--,--,ATL
DE,,"Vereen, Corey",RES,TCKL,--,--,--,--,NE
DE,54,"Vernon, Olivier",ACT,TCKL,63,8.5,1,--,NYG
DE,91,"Wake, Cameron",ACT,TCKL,29,11.5,5,1,MIA
DE,57,"Walker, DeMarcus",ACT,TCKL,--,--,--,--,DEN
DE,95,"Walker, Tyrunn",UFA,TCKL,26,0,0,--,LA
DE,96,"Walker, Vance",UFA,TCKL,--,--,--,--,DEN
DE,96,"Walton, L.T.",ACT,TCKL,8,0,0,--,PIT
DT,71,"Ward, Channing",ACT,TCKL,5,0,0,--,TB
DE,95,"Ward, Jihad",ACT,TCKL,30,0,0,--,OAK
DE,73,"Warmsley, Julius",ACT,TCKL,8,0,0,--,MIA
DE,92,"Washington, Adolphus",ACT,TCKL,21,2.5,0,--,BUF
DE,90,"Washington, Cornelius",ACT,TCKL,20,2,0,--,DET
DT,91,"Watkins, Carlos",ACT,TCKL,--,--,--,--,HOU
DE,99,"Watt, J.J.",ACT,TCKL,8,1.5,0,--,HOU
DE,91,"Weatherly, Stephen",ACT,TCKL,1,0,0,--,MIN
DE,94,"Webster, Larry",ACT,TCKL,1,0,0,--,CAR
DE,93,"Westbrooks, Ethan",ACT,TCKL,24,2,0,--,LA
NT,75,"Wilfork, Vince",UFA,TCKL,21,0,0,--,HOU
DE,96,"Wilkerson, Muhammad",ACT,TCKL,58,4.5,1,--,NYJ
NT,98,"Williams, Brandon",ACT,TCKL,51,1,0,--,BAL
DT,90,"Williams, Dan",UFA,TCKL,17,0.5,0,--,OAK
DT,69,"Williams, DeShawn",ACT,TCKL,2,0.5,0,--,CIN
DE,97,"Williams, Ishaq",RES,TCKL,0,--,--,--,NYG
DE,79,"Williams, Jordan",ACT,TCKL,--,--,--,--,NYG
DE,95,"Williams, Kyle",ACT,TCKL,64,5,0,--,BUF
NT,92,"Williams, Leonard",ACT,TCKL,68,7,2,--,NYJ
DE,94,"Williams, Mario",UFA,TCKL,13,1.5,0,--,MIA
DT,98,"Williams, Nick",ACT,TCKL,8,0,0,0,MIA
DT,93,"Williams, Nigel",ACT,TCKL,--,--,--,--,BUF
DT,96,"Williams, Sylvester",ACT,TCKL,29,1,0,--,TEN
NT,94,"Williams, Xavier",ACT,TCKL,6,0,0,--,ARI
DE,99,"Willis, Jordan",ACT,TCKL,--,--,--,--,CIN
DE,69,"Wilson, C.J.",ACT,TCKL,13,1,0,--,CHI
DE,97,"Winn, Billy",ACT,TCKL,19,0,0,--,DEN
DE,91,"Wise, Deatrich",ACT,TCKL,--,--,--,--,NE
DE,95,"Wolfe, Derek",ACT,TCKL,51,5.5,0,--,DEN
DE,98,"Woodard, Jonathan",ACT,TCKL,--,--,--,--,JAX
NT,97,"Woods, Al",ACT,TCKL,18,0,0,--,IND
DT,75,"Woods, Antwaun",ACT,TCKL,3,0,0,--,TEN
DE,93,"Wormley, Chris",ACT,TCKL,--,--,--,--,BAL
DT,94,"Worthy, Jerel",ACT,TCKL,12,0,0,--,BUF
DT,77,"Wright, Gabe",ACT,TCKL,4,0,0,--,PHI
DE,72,"Wynn, Kerry",ACT,TCKL,12,0.5,0,--,NYG
DE,75,"Yarbrough, Eddie",ACT,TCKL,--,--,--,--,BUF
DT,69,"Zettel, Anthony",ACT,TCKL,13,1,0,--,DET
DT,92,"Zimmer, Justin",ACT,TCKL,--,--,--,--,NO
